seed,mse,equacao
230,0.0620167042504366,-sqrt(-sin(X0 - X1) - sin(X0 + X1)) + 2*sin(X0 - X1) + 2*sqrt(sin(X0 + X1))
857,1222.3842665969792,1.30462558412395*(-log(cos(cos(X0))) + cos(X1))/sin(sqrt(sin(X0)))**(1/4) + (-sin(sin(sqrt(log(cos(tan(sin(X0)*sin(sqrt(log(cos(sqrt(log(cos(log(sin(X0)))))))))))))) - cos(X1)) - sin(sin(sqrt(log(sqrt(sin(sqrt(log(sin(sqrt(sin(X0))))*log(cos(sin(sqrt(log(cos(cos(X0)))*log(cos(cos(X1)))))))))))*cos(X1)))))*sin(X0) + (-sin(sqrt(log(sqrt(sin(sqrt(log(sin(sqrt(sin(X0))))*log(cos(sin(sin(0.766503441423385*sin(sin(sqrt(sin(X0)))**(1/4))**(1/4)/X1))))))))*cos(X1))) - sin(sin(cos(log(log(sin(sin(sin(log(sin(sqrt(log(sqrt(sin(sin(X0))))*cos(X1)))))))))))) + cos(X1))*sqrt(sin(X0))/sqrt(X1)
811,0.0453996740606177,2*sin(X0 - X1) + sin(X0 + X1) + sin(sin(sin(X0 + X1) + sin(sin(X0 - X1) + sin(X0 + X1)))) + sin(sin(sin(sin(X0 - X1)))) + tan(sin(sin(X0 + X1)))
541,0.0911938407457033,sin(X0 - X1) + sqrt(sin(X0 + X1)) + sin(X0 + X1) + sin(X0 - X1 + 0.086) + tan(sqrt(sin(sin(X0 - X1 + 0.086) + sin(sin(X0 + X1)))))
414,0.0003499187565974,sin(X0 - X1) + 3*sin(X0 + X1) + sin(sin(X0 - X1)) + tan(sin(sin(X0 - X1)))
380,0.016175863621611,3*sin(X0 - X1) + sqrt(sin(X0 + X1)) + sin(X0 + X1) + sin(sin(X0 + X1))
342,2.5374195925551404,sin(X0 + X1) + sin(X1 + sin(log(sqrt(X0))) - 0.623) + sin(2*X1 + sin(X0 + X1) + sin(X0 + X1 + sin(X0 + X1))) + sin(sin(X0 + X1)) + sin(sin(sin(X0 + X1) - 0.952/X0)) + sin(sin(2*X1 + sin(X0 + X1 + sin(sin(X0 + X1))) - 0.623)) + sin(sin(sin(X0 + X1)))
56,0.2437027155442584,-(log(cos(sin(X1 + 0.830609336792497))) - 2.11416490486258*sin(X0 - X1 + sin(2.11416490486258*X0 - 2.11416490486258*X1)/sqrt(cos(cos(cos(sqrt(X0 - X1 - sin(X1))))))) - 0.179)*sin(cos(cos(X0 - X1))) + sin(X0 - X1) + sin(X0 + X1 + 0.473) + sqrt(sin(sin(sin(X0 + X1)))) - sqrt(sin(tan(sqrt(-sin(X0 + X1 - 0.429371120460745))))) - 0.241132959399971
937,1.4528393766571006,-sqrt(-tan(sin(X0 - X1))) + sqrt(sin(sin(X0 + X1))**(1/4) + tan(sin(X0 - X1))) - sqrt(tan(sin(X0 - sqrt(log(sqrt(-cos(sqrt(tan(sin(X0 - (-sqrt(sin(sin(X0 + X1))**(1/4) - tan(cos(sqrt(tan(sin(X0 - (-log(0.802*cos(sqrt(tan(sin(sqrt(tan(sin(X0 - sqrt(sin(sin(X0 + X1)))))))))))*sin(X0 - X1))**(1/4))))))) + sin(sqrt(-cos(X1) - 0.86))**(1/4))**(1/4))))) - 0.86)) - tan(sqrt(cos(X1)))))))
71,0.858067774952254,2*sin(X0 + X1) - sin(-X0 + X1 + 0.09/cos(0.772486760269152*(0.866 - sqrt(cos(3.33333333333333*cos(X0 - 0.866)/sqrt(1/cos(sin(X1 + 2*sin(X0 + X1) + sin(X1 + sin(X1 + sin(X0 + X1))) + sin(sin(X0 + X1)) + sin(sin(X1 + cos(X0 - 0.866))) - cos(X0)))))))/((X1 + 0.175)*cos(sin(X0 + X1))))) + sin(X0 - X1 + 0.373895977583267) - sin(sin(-X0 + X1 + sin(X0 + X1)))
