seed,mse,equacao
412,0.0082331719761645,sin(sin(sin(sin(X0 + X1))) + tan(sin(sin(X0 + X1)))) + sin(sin(sin(X0 - X1))) + sin(sin(tan(sin(X0 - X1)))) + tan(sin(X0 - X1)) + tan(tan(sin(sin(tan(sin(X0 + X1))))))
701,0.0286037038236729,sin(X0 + X1) + sin(0.131*sin(X0 + X1) + sin(tan(sin(X0 - X1)))) + sin(sin(X0 + X1)) + sin(tan(sin(X0 + X1))) + sin(tan(sin(sin(X0 - X1)))) + tan(sin(X0 - X1))
347,5.626501010363029,sqrt(cos(-X0 + sin(sin(cos(X1)) - 0.496990945591567*I/sin(cos(X1))) + sin(sin(sin(cos(X1))))))
704,3.685197054860108,tan(tan(sin(tan(sin(sin(tan(sin(tan(tan(sin(sin(tan(sin(tan(sin(X0 + X1 + sin(X0 + 2*X1 + sin(X0)) + 0.08*sin(sin(tan(sin(2*X0 + 0.08*sin(sin(X0 + X1)) + sin(sin(sin(sin(sin(X0 + 2*X1 + sin(X0)))))) + 0.08*tan(sin(tan(sin(sin(sin(X1))))))))))))))))))))))))))
979,0.0356478927071966,2*sin(X0 - X1) + sqrt(sin(X0 + X1)) + 1.75605454460728*sin(X0 + X1) + sin(sin(X0 - X1))
438,5.371027073263489e-31,3*sin(X0 - X1) + 3*sin(X0 + X1)
823,5.405151512519837e-31,3*sin(X0 - X1) + 3*sin(X0 + X1)
970,0.0024829786541253,2*sin(X0 + X1) + sin(sin(X0 - X1)) + sin(sin(sin(sin(X0 - X1)))) + sin(tan(sin(X0 + X1))) + tan(sin(X0 - X1))
105,2.08681047448489e-32,6*sin(X0)*cos(X1)
746,5.733036251281613,sin(X0 + X1 - sin(tan(X1)) + cos(cos(X0 + cos(cos(cos(cos(X0 + cos(cos(X0 + 0.627170557685212)))))))) - 0.761227323397216)
318,5.5416807374349625e-31,3*sin(X0 - X1) + 3*sin(X0 + X1)
822,1.02669211362901e-31,6*sin(X0)*cos(X1)
723,4.802165377320989,tan(tan(sin(tan(sin(sqrt(sin(X0 - X1)))))))
738,3.6735573435333,tan(tan(sin(tan(sin(sin(X0 + X1 + sin(2*X0 + zoo)))))))
44,1.6286442501613052,sin(X0 + X1)*tan(sin(cos(cos(X0)*cos(sin(sin(X1)*sin(sin(sin(cos(sin(sin(cos(cos(X0))) + 0.396)))))*tan(cos(cos(X1))))*tan(cos(tan(tan(cos(cos(sin(X1)))))))))) + 0.396)*tan(cos(sin(X1)*cos(X0)))*tan(cos(sin(X1)))
285,0.007930485525867,2*sin(X0 - X1) + 3*sin(X0 + X1) + sin(sin(X0 - X1))
763,0.0003496577335136,3*sin(X0 - X1) + sin(X0 + X1) + sin(sin(X0 + X1)) + tan(sin(sin(X0 + X1)))
174,3.082005290295061,cos(0.181324564214042*tan(X1) + 0.105195571854313 - 0.175960289713339*I*pi)*tan(cos(0.59783700075562 - I*pi)*tan(sin((-0.361181079750843 + I*pi)*(-1.46391284973074*X0 + 1.46391284973074*X1 + sin(0.265443359524763*(-0.59783700075562 + I*pi)*cos(tan(tan(sin((0.696852801109726*(-0.59783700075562 + I*pi)*sin(sin(X1)*sin(X1 + 0.683100773508431)*sin(sin(X1))) - 0.696852801109726*tan(X1) + 1.0)*sin(X0 + X1)*sin(log(-0.59783700075562 + I*pi)))))) - 0.265443359524763*tan(X1)) - sin(sin(tan(X1)))))))
457,0.0161377505113164,sqrt(sin(X0 - X1)) + sin(X0 - X1) + 3*sin(X0 + X1) + sin(sin(X0 - X1))
594,4.802165377320989,tan(tan(sin(tan(sin(sqrt(sin(X0 - X1)))))))
299,0.0644552036333978,sqrt(sin(X0))*cos(X1) + sin(X0)*cos(X1) + 2*tan(sin(X0)*cos(X1)) + tan(sin(sin(X0))*cos(X1))
616,0.007930485525867,2*sin(X0 - X1) + 3*sin(X0 + X1) + sin(sin(X0 - X1))
498,0.0185864686269337,sin(X0 - X1) + sin(sin(sin(X0 + X1)) + sin(sin(sin(X0 - X1)))) + sin(sqrt(sin(X0 + X1))) + tan(sin(X0 - X1)) + tan(sin(X0 + X1))
624,0.0017089809692142,sin(X0 - X1) + sin(X0 + X1) + sin(sin(sin(sin(X0 + X1)))) + sin(tan(sin(X0 - X1))) + sin(tan(sin(sin(X0 - X1)))) + tan(tan(sin(sin(sin(X0 + X1)))))
986,0.0003496577335136,3*sin(X0 - X1) + sin(X0 + X1) + sin(sin(X0 + X1)) + tan(sin(sin(X0 + X1)))
185,1.777984895370761,sin(sin(sin(X0 - X1))/cos(cos(X1)))/(cos(sin(sin(tan(sin(X0)))/cos(cos(cos(sin(cos(X1))/cos(cos(X0 - X1)))))))*cos(cos(X1))**2)
600,5.480794093343395,cos(X0 + (cos(2*X0 + (cos(cos(cos(X0 + ((-1.61659998016962 + cos(cos((cos(1) + 0.999437023971199)**(1/4)) + cos(cos(cos(1)))))*cos(X1) - 1.61659998016962)*cos(X1))) + 0.999437023971199) - tan(1))*cos(X1)) - 1.85674650425914)*cos(X1))
801,2.7954582545745272,sqrt(tan(sin(X0 + X1)) + tan(sin(X1 + sin(X0)))) + sin(X1 + sin(X0)) + tan(sin(sin(X0 + X1)))
