seed,mse,equacao
472,5.000521861621816,tan(tan(sin(tan(sin(sin(X0 - X1))))))
64,6.523323601442484,sin(X0 - X1)
646,0.0406107839800632,3*sin(X0 - X1) + sin(X0 + X1) + sin(sin(X0 + X1)) + tan(sin(X0 + X1))
835,6.523323601442484,sin(X0 - X1)
267,4.830509016885412,tan(tan(sin(tan(sin(sin(tan(sin(X0 + X1))))))))
65,3.9732875074472855,sin(X0 - X1 + 0.660089703327442) + tan(sin(X0 + X1))
510,5.405151512519837e-31,3*sin(X0 - X1) + 3*sin(X0 + X1)
670,5.048484252978783,tan(tan(tan(sin(sin(sin(X0 - X1))))))
612,0.0566473069389349,3*sin(X0)*cos(X1) + sin(cos(X1))*tan(sin(X0)) + cos(X1)*tan(sin(X0))
851,6.523323601442484,sin(X0 - X1)
174,4.899228561375401,tan(tan(sin(tan(sin(tan(sin(sin(tan(sin(sin(X0 + X1)))))))))))
139,6.523323601442484,sin(X0 - X1)
758,5.558116585061764e-31,3*sin(X0 - X1) + 3*sin(X0 + X1)
