seed,mse,equacao
472,2.5992464153851718e-17,"root(mul(add(sin(X0), mul(5.000, sin(X0))), cos(X1)))"
64,4.011784316946064,"root(sin(add(mul(0.926, X1), X0)), sin(add(X0, sub(sub(1.000, X1), 1.000))))"
646,4.95046152198247e-16,"root(mul(cos(X1), mul(6.000, sin(X0))))"
835,1.874303153476656,"root(mul(mul(sin(sub(X0, X1)), sqrt(cos(X1))), sqrt(mul(sin(X0), 28.883))))"
267,4.10900202103678,"root(sin(sub(add(cos(X1), sub(2.762, X0)), sqrt(X1))), sin(mul(cos(X1), sin(X0))))"
65,2.541787217160858,"root(sin(sub(X1, mul(sin(X0), -1.772))), cos(sub(sub(cos(X1), log(X1)), X0)), sin(mul(sin(add(X1, X0)), log(add(X0, X0)))))"
510,0.0185647759233683,"root(mul(add(sin(-0.000), div(sin(X0), X1)), mul(sub(div(6.000, 1.000), sub(1.000, 1.000)), mul(cos(X1), X1))), log(cos(sub(X1, X1))))"
670,2.093805694656585,"root(mul(sin(mul(sub(X0, X1), 1.019)), mul(2.647, 1.000)), log(sqrt(sin(1.000))), sin(add(X1, X0)))"
612,6.148310905249144e-17,"root(mul(add(log(div(X0, X0)), mul(6.000, cos(X1))), sin(X0)))"
851,4.60278577370725,"root(div(mul(div(X0, 0.393), sin(sub(X0, X1))), X0))"
174,2.1357376458403843e-14,"root(sin(sin(mul(sig(X0), sub(X1, X1)))), mul(mul(add(sub(X1, X1), div(4.386, X0)), div(sin(X0), div(X0, X0))), div(mul(X0, cos(X1)), sig(div(X1, X1)))))"
139,6.880494894892199e-13,"root(log(sqrt(1.000)), div(mul(mul(sin(X0), add(4.049, 1.000)), cos(X1)), sin(div(log(1.000), log(1.000)))), mul(log(1.000), sub(X1, X0)))"
758,1.8991788382018704,"root(cos(add(X0, log(X1))), add(sub(cos(sqrt(0.573)), sin(sub(X1, X0))), sin(add(X0, X1))), sin(div(mul(cos(X1), sin(X0)), 1.000)))"
